SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100011,0,Cash loans,F,N,Y,3,79774.3349754982,635405.8696122007,23195.310144385803,634787.5428664116,Pensioner,Secondary / secondary special,Widow,Rented apartment,0.04231637011388362,-20873,-7899,-4895,-619,1,1,0,0,0,1,Security staff,5,3,3,WEDNESDAY,13,1,0,0,0,0,1,0.37872433104248127,0.552097827472497,0.4492354463692185,0.22573199527411247,0.1301551669789689,0.5408339418054383,0.7789778106137591,0.15297051452034305,0.03303392988650438,0.04516079743372653,0.28699212061256374,0.1860521641640565,0.05749957198252349,0.024272998667435985,0.06887190626018254,0.2346922704689311,0.03638347722194536,0.7713344999705699,0.5637034799710101,0.04362586620488809,0.2542317390597047,0.12607633536553867,0.06518386965462111,0.03332551277362712,0.13520132895584658,0.01118930760941133,0.059612813971001384,cash,block of flats,0.2553801580242257,Others,No,0,0,0,0,-2402,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100012,1,Cash loans,F,Y,N,0,58619.968498063805,980623.0548391461,68133.51037207354,258189.0094217572,Commercial associate,Academic degree,Widow,Municipal apartment,0.014093788732504714,-20037,-5232,-13269,-4619,1,1,0,0,0,1,Cleaning staff,4,2,2,WEDNESDAY,10,0,1,0,0,0,0,0.5034110821679564,0.3157508666179128,0.5137419051508131,0.014452308189550317,0.05271152369658884,0.6594316798894895,0.8149627605431682,0.1548155747258952,0.21760863030675143,0.1957326098907204,0.07552283019983906,0.1470904095068077,0.12430143772675963,0.08333448952145309,0.09180393010084156,0.2409646274277154,0.022293349400183654,0.8377518211689741,0.9509736284445354,0.1767434599930447,0.19213698211829588,0.19113243462867097,0.14937672646887065,0.13029313411040186,0.10254464049727564,0.01494293849913432,0.07774554781806406,reg oper spec account,block of flats,0.18480342322982474,Others,No,0,0,0,0,-487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100013,0,Revolving loans,M,N,N,0,422086.3524377389,495308.9550473636,30959.123153663353,832105.0989808866,Working,Academic degree,Separated,House / apartment,0.0861063670103517,-13239,-9997,-14127,-6895,1,0,0,1,0,0,Laborers,1,3,1,THURSDAY,2,0,0,0,0,0,1,0.5116295189536053,0.8878396457354716,0.74635778710156,0.20834008451661357,0.05684051269873797,0.7178233104015868,0.5491664771216793,0.0614742045191921,0.17010924487896675,0.02135122544683447,0.026473392147283704,0.10704575297787712,0.032805286306219344,0.07814739007159614,0.035892670073063536,0.2305555429254886,0.042686298025167005,0.6145777533586766,0.43507632254763856,0.023050895500756126,0.06956447440185476,0.1421028537724583,0.22414570069019815,0.08617237396634941,0.14043289236753093,0.04943083002797615,0.05981806932014802,reg oper spec account,terraced house,0.0955184008747111,Block,No,0,0,0,0,-3916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100014,0,Revolving loans,M,Y,Y,3,286131.03694764443,485753.86719443585,24108.43857864754,374224.6414140548,State servant,Higher education,Separated,House / apartment,0.09201108792832043,-11446,-192,-6372,-3447,1,1,1,0,1,1,Laborers,1,2,1,WEDNESDAY,16,0,0,0,0,0,0,0.893595853059311,0.15742398666902419,0.6244671903494209,0.24915073407308894,0.15960414923256255,0.7521229613799372,0.3047153752448626,0.1840487436020423,0.1359876637427107,0.06243252196755163,0.16951434685462777,0.18952981020720377,0.1305224589788597,0.07959271910178742,0.03423755610238886,0.19596831507759688,0.17546034927736448,0.9441320781395112,0.6412347702065814,0.1652527381718159,0.23471607567034797,0.14881897175288858,0.10573228805427198,0.19848639374068228,0.07026848510138502,0.06339206131447742,0.016434546147956607,reg oper spec account,specific housing,0.1939230489290168,Wooden,No,0,0,1,0,-3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100015,0,Revolving loans,F,Y,Y,5,398859.8233257272,475273.2942795537,71508.64736415434,741630.2519056081,Commercial associate,Lower secondary,Separated,Rented apartment,0.08385646540771331,-15643,-6694,-8736,-1182,1,0,0,0,1,1,Cooking staff,1,1,1,SATURDAY,22,0,0,0,0,0,0,0.2864793171137705,0.4575642294245209,0.24822026191949986,0.16240470844285002,0.1411212367861179,0.9257060993483894,0.30480592017319974,0.15515426138567773,0.1604264345317354,0.15098556068420363,0.08595504769024605,0.17848592847156305,0.1796504508299914,0.03621641254373424,0.06559406414073456,0.20593047144549884,0.19661883663250035,0.7406934509577443,0.7014466258973376,0.12195483869024598,0.12776754857989214,0.07256706377388875,0.044063830091698786,0.1842612874227433,0.14503324359777695,0.08978797141608183,0.015547612445382268,cash,terraced house,0.05984553081830425,Mixed,No,0,0,0,0,-3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
100016,0,Revolving loans,F,N,Y,4,155491.5200051816,616435.0698438868,63431.61579178599,842569.6985952746,State servant,Higher education,Single / not married,Municipal apartment,0.021515494682778837,-24013,-8757,-12252,-5306,1,0,0,1,1,0,Core staff,4,3,3,SUNDAY,11,0,0,0,0,0,0,0.640246006869663,0.596790523866849,0.6875818050840491,0.2900236203802587,0.17628417134183283,0.5089781428915574,0.6766840124087037,0.06828390013344397,0.20018373478493895,0.12729716150985484,0.2876561218135829,0.030600935683801636,0.1545492807600864,0.07864176781619915,0.0798652747777209,0.25898894995033234,0.17705068522622425,0.6576595475593661,0.5253594257307805,0.041160739427952585,0.09472772551234057,0.12134732569913353,0.10157499097163392,0.15905572042680113,0.044249723351554617,0.09837653637863479,0.0880441982685391,reg oper account,terraced house,0.29311777753485674,Panel,No,0,0,0,0,-2662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100017,0,Cash loans,M,N,Y,2,205287.68548095517,552531.9067394349,77934.47125260982,649501.5649932105,Commercial associate,Lower secondary,Separated,Rented apartment,0.09981236209710591,-23035,-8419,-16524,-5267,1,1,0,0,1,0,Cooking staff,6,1,1,MONDAY,2,0,0,0,0,0,0,0.21058374276455388,0.5924898018698324,0.5735169706227453,0.011250602508711604,0.08666608637759111,0.7141442028725618,0.6860401275727186,0.05543069905702765,0.2984915666655318,0.14005703548714946,0.17668268938239554,0.12863551452461994,0.13334579169430652,0.021075165483718135,0.08820632077524954,0.21025678071488135,0.19423738962028786,0.9505643040368659,0.7937082074141448,0.05319881007574678,0.26470474272392214,0.0701539974060924,0.19688544120638468,0.047862648588216206,0.1573259185873964,0.09823384987619245,0.033593451871929206,not specified,specific housing,0.2564913747858552,Block,No,0,0,3,0,-2531,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
100018,0,Revolving loans,M,Y,Y,4,63546.742495093524,903931.7013816116,37851.63188015641,792706.5653775884,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,0.03327257993974965,-17684,-5440,-9968,-6619,1,1,0,1,1,1,Core staff,6,3,3,SUNDAY,22,0,0,0,0,0,0,0.8416588256433984,0.6910067118118751,0.5626485844301451,0.24741080568104812,0.11399228809857301,0.7054991868410816,0.6890036026644104,0.09361701558562756,0.23478481813702073,0.14453739269223556,0.2900862730642472,0.11223978616984087,0.16929675876445013,0.019612043633147117,0.03247355337264818,0.03939367493666313,0.14885329228223787,0.9291701217592112,0.9070950730770835,0.03960971260675983,0.2600604093771371,0.18131649194056396,0.2398388587674505,0.14284666768740928,0.15237636028910279,0.060210458086251556,0.042598965994550105,reg oper spec account,terraced house,0.11519422936356179,Wooden,No,1,0,0,0,-1714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
100019,0,Cash loans,F,Y,N,2,482671.5460583505,604416.6333787923,50317.4490743971,729488.2497720044,Working,Higher education,Married,House / apartment,0.07517844215275331,-10954,-316,-14980,-4264,1,1,0,1,1,0,Drivers,5,1,2,SUNDAY,1,0,0,0,0,0,0,0.5723055352013587,0.6795322610576344,0.6426055059485081,0.10709772225656639,0.15036776412677857,0.9737379683296511,0.8052271460812692,0.06563006480780315,0.16670530220561694,0.14036740256702668,0.23781722263589886,0.15753001662924498,0.1486648813700503,0.06256516301640341,0.07661792611909721,0.19719518212227763,0.04034404496554287,0.8548137008106436,0.6790352499800929,0.1464843229522661,0.2606682408249583,0.03517765652045063,0.29333373847308775,0.11870770366263259,0.18988946596690962,0.013215738239816697,0.029655675300340065,reg oper account,block of flats,0.1547279730245701,Mixed,No,0,0,0,0,-882,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100020,0,Revolving loans,M,N,N,3,350540.558015366,606206.270550855,46492.450869737666,484423.8377216061,Pensioner,Academic degree,Separated,Municipal apartment,0.09172313887021494,-24132,-6670,-5316,-2644,1,1,1,1,0,0,Managers,1,2,1,SUNDAY,3,0,0,0,0,0,0,0.7875292216315761,0.7345141641602428,0.5511723669252254,0.19863043670396996,0.19508944411618576,0.6205184588120964,0.9448885769858955,0.05123438024375641,0.23345480151898854,0.07502583504464579,0.21969459362870564,0.06714590708647152,0.11063578171909462,0.014380179288561985,0.03764908814447193,0.05929819554119043,0.11700238608480741,0.6452412253576998,0.8469358601801071,0.03798911998096804,0.2592618325151972,0.13008465455806886,0.23079025251775126,0.035715884921509906,0.04291254345895473,0.029213391216315387,0.07289928614486872,not specified,terraced house,0.14882089512512847,Block,No,0,0,1,1,-2699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100021,0,Cash loans,F,N,Y,0,469942.2894916878,310697.2757764453,98568.05175698627,847086.8312268523,State servant,Higher education,Married,House / apartment,0.03121184028976385,-7487,-10077,-7078,-1082,1,1,1,1,1,1,High skill tech staff,5,3,2,SATURDAY,17,0,0,0,0,0,0,0.816193235471606,0.28742992759175334,0.46601098907047467,0.21110974938136493,0.1980300444406822,0.5612029059527345,0.9931191454140444,0.08582914387279546,0.14781502602128319,0.06918504305573331,0.25080572918215194,0.011541973962401196,0.10900223026508529,0.09447855342467236,0.05903307282612028,0.014133359100992983,0.1490032532304075,0.6951031698262937,0.3426731513079584,0.13946046622852823,0.17072643737726406,0.14886051877320458,0.15275501302046282,0.1609894096909337,0.14717971888282275,0.04908985438920339,0.044748876280342034,reg oper account,block of flats,0.26537354301088145,Wooden,Yes,2,0,0,0,-2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100022,0,Cash loans,F,Y,Y,5,169473.38334308256,986191.6327283088,36302.406106544906,435761.0959084224,Pensioner,Higher education,Widow,House / apartment,0.09174326992093595,-20622,-8533,-2614,-5684,1,1,1,0,0,0,Medicine staff,4,3,2,WEDNESDAY,19,0,0,0,0,0,0,0.5456879296833181,0.3964051947215157,0.6123042262512769,0.09881221474940596,0.1998433283708733,0.571130106091988,0.7907467282374152,0.014883802337006308,0.10016352379113463,0.09140864346647326,0.1854168048827797,0.045225924204527784,0.03033059638427113,0.03959617649833065,0.027176722416467562,0.07210834945968086,0.10755793088827158,0.8448666812873009,0.4076477940844208,0.03434855610004736,0.18890689520047535,0.14271312010940884,0.09485894620168805,0.026426704198708927,0.0713035084430529,0.0891708364360836,0.051069288877872855,cash,block of flats,0.1386585911233424,Panel,No,0,0,0,0,-564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
